Timestamp;PacketTransmit;PacketReceive;PacketLossCount;PacketLossRate;RTTMin;RTTAvg;RTTMax;RTTMdev
2024-05-11 00:46:03;10;10;0;0.0;42.334;53.222;66.799;8.13
2024-05-11 00:46:13;10;10;0;0.0;26.37;48.297;69.245;13.354
2024-05-11 00:46:23;10;10;0;0.0;27.766;37.04;52.101;8.169
2024-05-11 00:46:34;10;9;1;10.0;28.417;46.696;55.297;9.03
2024-05-11 00:46:45;10;9;1;10.0;36.677;46.408;52.79;5.515
2024-05-11 00:46:56;10;10;0;0.0;29.187;36.622;53.794;6.963
2024-05-11 00:47:06;10;10;0;0.0;39.436;74.836;100.916;22.969
2024-05-11 00:47:16;10;10;0;0.0;32.891;42.403;52.867;6.107
2024-05-11 00:47:26;10;10;0;0.0;31.179;41.541;46.886;5.067
2024-05-11 00:47:37;10;9;1;10.0;37.695;46.536;81.027;13.035
2024-05-11 00:47:47;10;10;0;0.0;39.393;101.963;473.33;127.396
2024-05-11 00:47:57;10;10;0;0.0;39.541;57.738;99.824;17.075
2024-05-11 00:48:08;10;10;0;0.0;56.637;107.337;176.556;40.78
2024-05-11 00:48:19;10;9;1;10.0;43.679;107.616;285.992;69.708
2024-05-11 00:48:29;10;10;0;0.0;35.026;134.375;304.851;82.707
2024-05-11 00:48:39;10;10;0;0.0;32.869;51.558;78.413;12.014
2024-05-11 00:48:49;10;10;0;0.0;38.233;48.333;77.05;10.79
2024-05-11 00:48:59;10;10;0;0.0;39.611;46.221;59.395;5.309
2024-05-11 00:49:09;10;10;0;0.0;42.055;46.475;52.882;3.304
2024-05-11 00:49:19;10;10;0;0.0;42.281;69.28;153.936;31.655
2024-05-11 00:49:30;10;10;0;0.0;30.122;69.522;152.171;33.887
2024-05-11 00:49:40;10;10;0;0.0;36.061;52.261;86.949;17.17
2024-05-11 00:49:50;10;10;0;0.0;38.649;46.78;55.596;5.103
2024-05-11 00:50:00;10;10;0;0.0;39.642;44.818;57.755;5.465
2024-05-11 00:50:10;10;10;0;0.0;39.33;45.697;58.501;5.63
2024-05-11 00:50:20;10;10;0;0.0;37.658;43.422;53.414;4.815
2024-05-11 00:50:30;10;10;0;0.0;38.733;45.432;52.031;4.334
2024-05-11 00:50:40;10;10;0;0.0;39.01;61.155;80.08;12.599
2024-05-11 00:50:51;10;10;0;0.0;36.115;48.643;100.199;18.234
2024-05-11 00:51:01;10;10;0;0.0;35.928;47.787;79.03;11.479
2024-05-11 00:51:11;10;10;0;0.0;36.041;42.973;53.784;5.708
2024-05-11 00:51:21;10;10;0;0.0;36.308;47.726;71.623;10.175
2024-05-11 00:51:32;10;9;1;10.0;36.116;45.8;64.011;8.409
2024-05-11 00:51:42;10;10;0;0.0;32.075;43.658;54.49;7.035
2024-05-11 00:51:52;10;10;0;0.0;37.003;46.669;61.872;8.265
2024-05-11 00:52:02;10;10;0;0.0;27.922;43.622;74.922;13.596
2024-05-11 00:52:13;10;9;1;10.0;30.632;41.399;69.076;11.966
2024-05-11 00:52:24;10;10;0;0.0;25.047;31.023;35.079;2.838
2024-05-11 00:52:34;10;10;0;0.0;27.528;35.657;48.309;6.741
2024-05-11 00:52:45;10;9;1;10.0;29.537;37.286;43.468;4.627
2024-05-11 00:52:55;10;10;0;0.0;31.703;47.592;85.229;17.524
2024-05-11 00:53:05;10;10;0;0.0;42.473;47.239;58.709;4.31
2024-05-11 00:53:15;10;10;0;0.0;43.362;72.909;151.749;40.266
2024-05-11 00:53:25;10;10;0;0.0;35.8;69.59;101.16;17.551
2024-05-11 00:53:35;10;10;0;0.0;39.677;48.311;56.312;4.119
2024-05-11 00:53:45;10;10;0;0.0;40.15;44.414;49.048;2.639
2024-05-11 00:53:55;10;10;0;0.0;44.179;54.168;64.989;7.424
2024-05-11 00:54:08;10;10;0;0.0;38.017;45.47;59.544;6.125
2024-05-11 00:54:18;10;10;0;0.0;38.627;53.722;75.777;12.318
2024-05-11 00:54:28;10;10;0;0.0;40.973;45.581;55.721;4.564
2024-05-11 00:54:38;10;10;0;0.0;29.119;56.653;118.057;22.984
2024-05-11 00:54:48;10;10;0;0.0;29.158;56.394;109.098;23.439
2024-05-11 00:54:58;10;10;0;0.0;46.408;63.688;91.009;13.293
2024-05-11 00:55:08;10;10;0;0.0;36.574;52.91;110.952;21.236
2024-05-11 00:55:19;10;9;1;10.0;39.407;50.016;64.073;7.925
2024-05-11 00:55:30;10;10;0;0.0;38.202;51.226;96.089;15.812
2024-05-11 00:55:40;10;10;0;0.0;42.027;49.458;70.904;7.895
2024-05-11 00:55:50;10;10;0;0.0;39.057;51.758;72.403;11.69
2024-05-11 00:56:00;10;10;0;0.0;40.003;49.892;64.181;8.244
2024-05-11 00:56:10;10;10;0;0.0;38.341;44.582;49.422;3.827
2024-05-11 00:56:20;10;10;0;0.0;38.248;49.294;74.322;9.714
2024-05-11 00:56:30;10;10;0;0.0;36.873;45.91;55.572;5.506
2024-05-11 00:56:40;10;10;0;0.0;38.937;57.632;81.248;12.144
2024-05-11 00:56:50;10;10;0;0.0;35.812;44.347;50.169;4.286
2024-05-11 00:57:00;10;10;0;0.0;32.015;45.806;63.62;8.45
2024-05-11 00:57:11;10;10;0;0.0;30.521;41.426;56.026;7.153
2024-05-11 00:57:21;10;10;0;0.0;40.651;58.649;89.567;14.392
2024-05-11 00:57:31;10;10;0;0.0;32.761;41.23;55.629;6.906
2024-05-11 00:57:41;10;10;0;0.0;34.078;45.215;55.015;7.443
2024-05-11 00:57:51;10;10;0;0.0;38.972;54.774;79.901;11.928
2024-05-11 00:58:01;10;10;0;0.0;38.375;49.756;57.786;6.779
2024-05-11 00:58:11;10;10;0;0.0;37.763;41.441;46.083;2.721
